Zone Name,Ward No.,School UDISE ID,School Name & ID,School Inspector's Name,Last Data Date,Total Enrolment (Last),Max Enrolment,Max Enrolment Date,Max Present,Max Present Date,With Account,Without Account,With Aadhaar,Without Aadhaar,Aadhaar Linked Account,New Admission (This month),New Admission (This session),DBT Received (Student),DBT Received (Parent),Received By (Student + Parent)
Najafgarh,125,07080413315,GALIBPUR (CO-ED)-1757187,BABU LAL MEENA,,26,26,2025-01-09,24,2025-06-09,12,14,12,14,12,0,11,0,0,0
Najafgarh,125,07080413316,DARIYA PUR KHURD (CO-ED)-1757185,BABU LAL MEENA,,48,48,2025-01-09,48,,35,13,37,11,35,0,15,0,0,0
Najafgarh,125,07080413317,PANDWALA KALAN (CO-ED)-1757182,BABU LAL MEENA,,125,126,2025-01-09,82,,46,79,46,79,46,5,20,0,0,0
Najafgarh,125,07080413318,PANDWALA KHURD (CO-ED)-1757181,BABU LAL MEENA,,149,149,,119,,88,61,119,30,84,5,29,0,0,0
Najafgarh,125,07080413319,PAPRAWAT (GIRLS)-1757178,BABU LAL MEENA,,379,380,,334,,319,60,320,59,319,16,137,0,0,0
Najafgarh,125,07080413320,PAPRAWAT (BOYS)-1757177,BABU LAL MEENA,,333,342,2025-02-09,305,,257,76,243,90,0,4,96,0,0,0
Najafgarh,125,07080413321,JHULJHULI (CO-ED)-1757470,BABU LAL MEENA,,34,34,2025-01-09,34,,26,8,27,7,24,0,10,0,0,0
Najafgarh,124,07080413401,KUTUB VIHAR (GIRLS)-1757212,BABU LAL MEENA,,928,948,2025-01-09,800,,695,233,713,215,695,14,233,0,0,0
Najafgarh,125,07080413402,SARANGPUR (CO-ED)-1757193,BABU LAL MEENA,,28,29,2025-01-09,28,2025-10-09,28,0,28,0,28,0,10,0,0,0
Najafgarh,125,07080413403,KHADKHADI RAUND (CO-ED)-1757186,BABU LAL MEENA,,20,20,2025-01-09,18,2025-01-09,17,3,16,4,16,0,11,0,0,0
Najafgarh,124,07080413404,TAJPUR KHURD (CO-ED)-1757180,BABU LAL MEENA,,394,407,2025-02-09,370,,353,41,352,42,313,5,109,0,0,0
Najafgarh,124,07080413405,GOYLA KHURD (CO-ED)-1757179,BABU LAL MEENA,,583,605,2025-10-09,492,,469,114,493,90,448,12,152,0,0,0
Najafgarh,124,07080413406,GHASI PURA NAJAFGARH (BOYS)-1757117,BABU LAL MEENA,,533,554,2025-02-09,495,,470,63,508,25,470,2,154,0,0,0
Najafgarh,124,07080413407,GHASI PURANAJAFGARH (GIRLS)-1757116,BABU LAL MEENA,,638,663,2025-01-09,570,,625,13,621,17,621,6,192,0,0,0
Najafgarh,124,07080413408,NAJAFGARH NANGLI SAKRAWATI (BOYS)-1757115,BABU LAL MEENA,,571,572,2025-10-09,478,,375,196,533,38,375,4,174,0,0,0
Najafgarh,124,07080413409,NANGLI SAKRAWATI (GIRLS)-1757114,BABU LAL MEENA,,718,721,2025-01-09,605,,642,76,687,31,639,7,190,0,0,0
Najafgarh,125,07080413410,KHARKARI NAHAR NAJAFGARH (CO-ED)-1757113,BABU LAL MEENA,,54,54,,42,,26,28,36,18,26,1,14,0,0,0
Najafgarh,125,07080413411,KHADKHADI JATMAL NAJAFGARH (CO-ED)-1757112,BABU LAL MEENA,,97,97,2025-01-09,94,,78,19,84,13,78,0,15,0,0,0
Najafgarh,125,07080413413,DEENDAR PUR (CO-ED)-1757104,BABU LAL MEENA,,867,874,2025-02-09,739,,719,148,775,92,719,10,337,0,0,0
Najafgarh,124,07080413414,KUTUB VIHAR (BOYS)-1757469,BABU LAL MEENA,,1044,1045,,815,,759,285,783,261,759,14,314,0,0,0
Najafgarh,121,07080413601,DWARKA SEC 4 (CO-ED)-1757427,SANJAY KUMAR,,704,717,,631,,670,34,690,14,670,6,227,0,0,0
Najafgarh,125,07080413602,KANGANHERI (CO-ED)-1757228,BABU LAL MEENA,,449,457,2025-01-09,381,,318,131,364,85,270,2,125,0,0,0
Najafgarh,121,07080413603,DWARKA SEC 3 PHASE I (CO-ED)-1757214,SANJAY KUMAR,,416,423,2025-02-09,342,,338,78,342,74,298,3,109,0,0,0
Najafgarh,121,07080413604,DWARKA SEC 3 PHASE III (CO-ED)-1757213,SANJAY KUMAR,,987,1041,2025-04-09,861,,806,181,950,37,806,4,284,0,0,0
Najafgarh,122,07080413607,SAHYOG VIHAR (BOYS)-1757202,SANJAY KUMAR,,315,324,2025-11-09,284,,281,34,298,17,281,6,119,0,0,0
Najafgarh,122,07080413608,SAHYOG VIHAR (GIRLS)-1757201,SANJAY KUMAR,,433,452,2025-02-09,369,,394,39,419,14,390,3,127,0,0,0
Najafgarh,120,07080413609,AMBERHI (CO-ED)-1757197,SANJAY KUMAR,,666,671,2025-04-09,585,,507,159,613,53,507,10,176,0,0,0
Najafgarh,120,07080413610,POCHANPUR (GIRLS)-1757196,SANJAY KUMAR,,512,512,,454,,411,101,454,58,375,12,161,0,0,0
Najafgarh,120,07080413611,POCHANPUR (BOYS)-1757195,SANJAY KUMAR,,498,499,2025-03-09,409,,370,128,364,134,282,5,178,0,0,0
Najafgarh,129,07080413701,NAJAFGARH OLD ROSHAN PURA (BOYS)-1757121,BABU LAL MEENA,,473,474,,406,,376,97,430,43,354,7,127,0,0,0
Najafgarh,129,07080413702,NAJAFGARH OLD ROSHAN PURA (GIRLS)-1757120,BABU LAL MEENA,,713,717,2025-09-09,644,,538,175,619,94,538,8,255,0,0,0
Najafgarh,129,07080413703,NAJAFGRAH NEW ROSHAN PURA (BOYS)-1757103,BABU LAL MEENA,,374,375,,350,,325,49,359,15,325,1,108,0,0,0
Najafgarh,129,07080413704,NAJAFGRAH NEW ROSHAN PURA (GIRLS)-1757102,BABU LAL MEENA,,579,581,2025-04-09,501,,485,94,553,26,485,15,155,0,0,0
Najafgarh,127,07080413801,MITRAON NAJAFGARH (GIRLS)-1757127,SANJAY KUMAR,,259,261,2025-01-09,192,,171,88,190,69,144,0,119,0,0,0
Najafgarh,129,07080413802,NAJAFGARH NO 1 (BOYS)-1757123,BABU LAL MEENA,,519,520,2025-06-09,441,,383,136,454,65,370,7,181,0,0,0
Najafgarh,129,07080413803,NAJAFGARH NO 1 (GIRLS)-1757122,BABU LAL MEENA,,731,735,2025-12-09,631,,508,223,609,122,508,3,287,0,0,0
Najafgarh,127,07080413804,NAJAFGARH NO 2 (BOYS)-1757109,SANJAY KUMAR,,137,142,2025-01-09,122,,127,10,129,8,124,2,50,0,0,0
Najafgarh,127,07080413805,NAJAFGARH NO 2 (GIRLS)-1757108,SANJAY KUMAR,,107,107,,86,,73,34,79,28,73,3,50,0,0,0
Najafgarh,127,07080413807,NAJAFGARH NO 3 (CO-ED)-1757106,SANJAY KUMAR,,879,879,,812,,741,138,797,82,716,17,275,0,0,0
Najafgarh,128,07080413901,DICHAON KALAN (BOYS)-1757153,BABU LAL MEENA,,183,185,2025-02-09,178,,160,23,160,23,160,5,54,0,0,0
Najafgarh,128,07080413902,DICHAON KALAN (GIRLS)-1757152,BABU LAL MEENA,,232,233,,211,,200,32,222,10,200,3,53,0,0,0
Najafgarh,127,07080413903,JHARODA KALAN (GIRLS)-1757147,SANJAY KUMAR,,575,576,,469,,453,122,509,66,419,14,200,0,0,0
Najafgarh,127,07080413904,JHARODA KALAN (BOYS)-1757146,SANJAY KUMAR,,583,583,,473,,434,149,474,109,434,4,204,0,0,0
Najafgarh,127,07080413906,GOPAL NAGAR NAJAFGARH (CO-ED)-1757110,SANJAY KUMAR,,940,947,2025-08-09,838,,696,244,793,147,670,14,293,0,0,0
Najafgarh,126,07080414001,SURAKHPUR (CO-ED)-1757148,BABU LAL MEENA,,165,169,2025-11-09,158,,152,13,165,0,152,3,50,0,0,0
Najafgarh,126,07080414002,SUREHERA (CO-ED)-1757144,BABU LAL MEENA,,189,190,2025-03-09,180,,179,10,184,5,173,0,48,0,0,0
Najafgarh,126,07080414003,KAIR (GIRLS)-1757143,BABU LAL MEENA,,85,85,2025-11-09,71,,71,14,76,9,71,3,27,0,0,0
Najafgarh,126,07080414004,KAIR (BOYS)-1757142,BABU LAL MEENA,,53,53,,50,,46,7,48,5,46,2,12,0,0,0
Najafgarh,126,07080414005,MUNDHELA KALAN (CO-ED)-1757141,BABU LAL MEENA,,66,66,2025-01-09,66,,32,34,39,27,32,0,37,0,0,0
Najafgarh,126,07080414006,MUNDHELA KHURD (CO-ED)-1757140,BABU LAL MEENA,,39,39,,33,,21,18,27,12,21,1,15,0,0,0
Najafgarh,126,07080414007,MALIKPUR (CO-ED)-1757138,BABU LAL MEENA,,81,83,2025-01-09,70,,67,14,73,8,64,0,22,0,0,0
Najafgarh,126,07080414008,BAKKARGARH (CO-ED)-1757137,BABU LAL MEENA,,64,64,2025-12-09,63,,62,2,60,4,60,1,31,0,0,0
Najafgarh,126,07080414009,QAZIPUR (CO-ED)-1757136,BABU LAL MEENA,,62,64,2025-01-09,62,,40,22,48,14,40,0,17,0,0,0
Najafgarh,126,07080414010,ISSAPUR VILLAGE (CO-ED)-1757134,BABU LAL MEENA,,24,24,,24,,20,4,18,6,17,1,7,0,0,0
Najafgarh,126,07080414011,S D HANSA VILLAGE (GIRLS)-1757133,BABU LAL MEENA,,100,102,2025-08-09,93,,88,12,76,24,72,2,33,0,0,0
Najafgarh,126,07080414012,DHANSA VILLAGE (BOYS)-1757132,BABU LAL MEENA,,81,82,2025-02-09,81,,67,14,70,11,65,2,23,0,0,0
Najafgarh,126,07080414014,SAMASPUR KHALSA (CO-ED)-1757130,BABU LAL MEENA,,84,84,2025-01-09,73,,64,20,47,37,47,0,12,0,0,0
Najafgarh,126,07080414015,UJJWA (GIRLS)-1757129,BABU LAL MEENA,,154,154,2025-01-09,135,,136,18,136,18,128,1,47,0,0,0
Najafgarh,126,07080414016,UJJWA (BOYS)-1757128,BABU LAL MEENA,,133,135,2025-01-09,97,,92,41,92,41,92,0,29,0,0,0
Najafgarh,127,07080414017,MITRAON NAJAFGARH (BOYS)-1757126,SANJAY KUMAR,,170,170,,157,,132,38,150,20,132,5,69,0,0,0
Najafgarh,126,07080414018,JAFFAR PUR KALAN (GIRLS)-1757125,BABU LAL MEENA,,256,256,,252,,218,38,218,38,218,1,81,0,0,0
Najafgarh,126,07080414019,JAFFAR PUR KALAN (BOYS)-1757124,BABU LAL MEENA,,174,176,2025-01-09,160,,160,14,160,14,160,0,53,0,0,0
Najafgarh,126,07080414020,NAJAFGARH KHAIRA NO 1 (CO-ED)-1757119,BABU LAL MEENA,,354,354,2025-02-09,328,,282,72,302,52,269,10,117,0,0,0
Najafgarh,126,07080414021,NAJAFGARH KHAIRA NO 2 (CO-ED)-1757118,BABU LAL MEENA,,685,695,2025-12-09,590,,534,151,566,119,534,12,251,0,0,0
Najafgarh,130,07080414101,BAGDOLA (CO-ED)-1757246,BABU LAL MEENA,,386,411,2025-04-09,364,,302,84,326,60,302,10,123,0,0,0
Najafgarh,130,07080414102,DHUL SIRAS (CO-ED)-1757243,BABU LAL MEENA,,172,174,2025-01-09,157,,153,19,144,28,125,1,64,0,0,0
Najafgarh,130,07080414103,BAMNOULI (CO-ED)-1757240,BABU LAL MEENA,,646,665,2025-01-09,554,,514,132,563,83,483,3,192,0,0,0
Najafgarh,130,07080414104,BHARTHAL (BOYS)-1757237,BABU LAL MEENA,,486,491,2025-09-09,457,,476,10,480,6,473,7,172,0,0,0
Najafgarh,130,07080414105,BHARTHAL (GIRLS)-1757236,BABU LAL MEENA,,221,223,2025-01-09,206,,218,3,219,2,217,1,61,0,0,0
Najafgarh,131,07080414106,BIJWASAN (GIRLS)-1757235,BABU LAL MEENA,,1168,1170,2025-10-09,1093,,1126,42,1149,19,1126,13,317,0,0,0
Najafgarh,131,07080414107,BIJWASAN (BOYS)-1757234,BABU LAL MEENA,,686,721,2025-10-09,648,,638,48,660,26,638,9,208,0,0,0
Najafgarh,134,07080414201,RAJ NAGAR VISTAR (BOYS)-1757219,SANJAY KUMAR,,376,376,,332,,314,62,350,26,314,7,134,0,0,0
Najafgarh,134,07080414202,RAJ NAGAR VISTAR (GIRLS)-1757218,SANJAY KUMAR,,514,550,2025-11-09,466,,434,80,467,47,434,5,193,0,0,0
Najafgarh,134,07080414204,RAJ NAGAR (CO-ED)-1757216,SANJAY KUMAR,,919,920,,809,,853,66,851,68,794,9,293,0,0,0
Najafgarh,132,07080414301,KAPAS HERA NO 3 (BOYS)-1757425,BABU LAL MEENA,,322,341,2025-01-09,279,,297,25,308,14,297,2,130,0,0,0
Najafgarh,132,07080414302,KAPAS HERA NO 3 (GIRLS)-1757424,BABU LAL MEENA,,311,316,2025-01-09,291,,300,11,309,2,300,1,90,0,0,0
Najafgarh,132,07080414303,KAPAS HERA NO 1 (BOYS)-1757419,BABU LAL MEENA,,1299,1442,,1038,,900,399,1200,99,900,21,487,0,0,0
Najafgarh,130,07080414304,SHAHBAD MOHD PUR (GIRLS)-1757245,BABU LAL MEENA,,254,260,2025-03-09,234,,204,50,203,51,181,6,91,0,0,0
Najafgarh,130,07080414305,SHAHBAD MOHD PUR (BOYS)-1757244,BABU LAL MEENA,,263,264,2025-01-09,218,,201,62,198,65,191,2,54,0,0,0
Najafgarh,131,07080414306,SAMALKA (BOYS)-1757239,BABU LAL MEENA,,864,900,2025-01-09,834,,755,109,807,57,755,19,245,0,0,0
Najafgarh,131,07080414307,SAMALKA (GIRLS)-1757238,BABU LAL MEENA,,859,875,2025-02-09,721,,801,58,822,37,801,7,254,0,0,0
Najafgarh,132,07080414308,KAPAS HERA NO 2 (BOYS)-1757233,BABU LAL MEENA,,424,426,2025-08-09,331,,386,38,399,25,386,7,158,0,0,0
Najafgarh,132,07080414309,KAPAS HERA NO 2 (GIRLS)-1757232,BABU LAL MEENA,,586,619,2025-09-09,522,,484,102,563,23,484,33,224,0,0,0
Najafgarh,132,07080414310,KAPAS HERA NO 1 (GIRLS)-1757231,BABU LAL MEENA,,1964,2008,2025-03-09,1644,,1688,276,1786,178,1600,25,724,0,0,0
Najafgarh,133,07080414401,MAHIPAL PUR (GIRLS)-1757260,BABU LAL MEENA,,1067,1122,2025-01-09,945,,1031,36,1058,9,1031,4,237,0,0,0
Najafgarh,133,07080414402,MAHIPAL PUR (BOYS)-1757259,BABU LAL MEENA,,910,913,2025-03-09,801,,881,29,890,20,881,10,219,0,0,0
Najafgarh,133,07080414403,RANGPURI (GIRLS)-1757258,BABU LAL MEENA,,539,558,2025-01-09,474,,536,3,539,0,536,9,166,0,0,0
Najafgarh,133,07080414404,RANGPURI (BOYS)-1757257,BABU LAL MEENA,,515,522,2025-01-09,410,,409,106,498,17,409,1,144,0,0,0
Najafgarh,133,07080414405,RANGPURI PAHAR (CO-ED)-1757256,BABU LAL MEENA,,873,890,2025-06-09,631,,643,230,738,135,643,7,295,0,0,0
Najafgarh,135,07080414501,DWARIKA SEC 7 (CO-ED)-1757211,SANJAY KUMAR,,609,645,2025-01-09,548,,589,20,509,100,392,2,141,0,0,0
Najafgarh,135,07080414502,PALAM NEW (CO-ED)-1757200,SANJAY KUMAR,,517,522,2025-08-09,457,,480,37,425,92,421,5,138,0,0,0
Najafgarh,135,07080414504,PALAM VILL. (CO-ED)-1757198,SANJAY KUMAR,,1074,1079,2025-06-09,945,,845,229,990,84,817,8,287,0,0,0
Najafgarh,138,07080414602,PALAM ENCLAVE (CO-ED)-1757175,SANJAY KUMAR,,375,375,2025-06-09,332,,345,30,366,9,345,1,119,0,0,0
Najafgarh,138,07080414604,INDRA PARK (CO-ED)-1757171,SANJAY KUMAR,,887,908,2025-01-09,824,,686,201,789,98,525,4,273,0,0,0
Najafgarh,137,07080414701,DWARKA SEC. 1/(BOYS)-1757221,SANJAY KUMAR,,408,435,2025-04-09,352,,356,52,367,41,333,4,126,0,0,0
Najafgarh,137,07080414702,DWARKA SEC. 1/I (GIRLS)-1757220,SANJAY KUMAR,,477,478,2025-11-09,413,,455,22,455,22,455,3,118,0,0,0
Najafgarh,119,07080414703,MAHAVIR ENCLAVE D-BLOCK (CO-ED)-1757164,SANJAY KUMAR,,672,699,2025-01-09,600,,540,132,572,100,511,13,195,0,0,0
Najafgarh,137,07080414705,MAHAVIR ENCLAVE (CO-ED)-1757160,SANJAY KUMAR,,1245,1302,2025-12-09,1124,,1056,189,1087,158,1056,14,304,0,0,0
Najafgarh,136,07080414801,MADHU VIHAR (BOYS)-1757223,SANJAY KUMAR,,640,643,2025-09-09,565,,602,38,637,3,602,10,164,0,0,0
Najafgarh,136,07080414802,MADHU VIHAR (GIRLS)-1757222,SANJAY KUMAR,,835,876,2025-01-09,756,,819,16,832,3,819,0,224,0,0,0
Karol Bagh,140,07080415001,PUSA CAMPUS (CO-ED)-2160024,SADHANA MEENA,,183,184,2025-09-09,182,,183,0,183,0,183,2,41,0,0,0
Karol Bagh,141,07080415002,DASHGHARA (GIRLS)-2160025,SADHANA MEENA,,275,276,2025-09-09,233,,269,6,270,5,269,2,95,0,0,0
Karol Bagh,141,07080415003,DASHGHARA (BOYS)-2160026,SADHANA MEENA,,192,194,2025-03-09,175,,183,9,188,4,183,1,66,0,0,0
Karol Bagh,140,07080415101,KRISHI KUNJ (CO-ED)-2160023,SADHANA MEENA,,771,775,2025-02-09,714,,742,29,762,9,742,7,239,0,0,0
Karol Bagh,140,07080415102,INDERPURI (CO-ED)-2160027,SADHANA MEENA,,301,314,2025-04-09,289,,284,17,284,17,284,3,72,0,0,0
Karol Bagh,140,07080415104,NARAINA J J CAMP (GIRLS)-2160029,SADHANA MEENA,,472,480,2025-02-09,452,,456,16,467,5,455,8,131,0,0,0
Karol Bagh,140,07080415105,NARAINA J J CAMP (BOYS)-2160030,SADHANA MEENA,,291,296,2025-01-09,246,,261,30,275,16,260,2,109,0,0,0
Karol Bagh,140,07080415106,NARAINA J J COLONY TAMIL (CO-ED)-2160036,SADHANA MEENA,,271,274,,227,,264,7,269,2,263,5,62,0,0,0
Karol Bagh,139,07080415201,NARAINA VILLAGE (GIRLS)-2160031,SADHANA MEENA,,612,628,2025-01-09,541,,595,17,609,3,595,1,220,0,0,0
Karol Bagh,139,07080415202,NARAINA VILLAGE (BOYS)-2160032,SADHANA MEENA,,311,312,2025-11-09,287,,311,0,311,0,311,14,104,0,0,0
Karol Bagh,139,07080415203,NARAINA E-BLOCK (CO-ED)-2160033,SADHANA MEENA,,418,420,2025-01-09,375,,406,12,406,12,406,2,73,0,0,0
Karol Bagh,139,07080415204,NARAINA H BLOCK (CO-ED)-2160034,SADHANA MEENA,,224,235,2025-01-09,216,,216,8,196,28,196,4,69,0,0,0
Karol Bagh,139,07080415205,G BLOCK NARAINA (CO-ED)-2160035,SADHANA MEENA,,256,275,2025-01-09,236,,236,20,234,22,200,0,82,0,0,0
South,153,07080416501,CPWD VASANT VIHAR (GIRLS)-1959054,RAM DAYAL MEENA,,320,320,,250,,267,53,272,48,267,4,87,0,0,0
South,153,07080416502,CPWD VASANT VIHAR (BOYS)-1959055,RAM DAYAL MEENA,,187,188,2025-01-09,144,,158,29,139,48,139,0,37,0,0,0
South,153,07080416503,INDIA AIRLINE COLONY (CO-ED)-1959056,RAM DAYAL MEENA,,399,401,2025-09-09,307,,316,83,299,100,1,0,86,0,0,0
South,153,07080416505,BASANT NAGAR (GIRLS)-1959156,RAM DAYAL MEENA,,166,171,2025-01-09,132,,114,52,150,16,114,2,37,0,0,0
South,153,07080416506,BASANT NAGAR (BOYS)-1959157,RAM DAYAL MEENA,,131,133,2025-03-09,101,,78,53,104,27,78,1,52,0,0,0
South,151,07080416601,R K PURAM SEC 2 (CO-ED)-1959047,DEEPTI RAO,,196,200,2025-01-09,168,,155,41,170,26,155,0,61,0,0,0
South,151,07080416602,R K PURAM SEC 3 (CO-ED)-1959048,DEEPTI RAO,,366,375,2025-01-09,316,,298,68,318,48,289,0,91,0,0,0
South,151,07080416603,R K PURAM SEC 4 (CO-ED)-1959049,DEEPTI RAO,,209,217,2025-11-09,178,,160,49,181,28,160,0,51,0,0,0
South,151,07080416604,MUNIRIKA (CO-ED)-1959050,DEEPTI RAO,,675,726,2025-01-09,598,,608,67,636,39,608,2,202,0,0,0
South,154,07080416605,BER SARAI (CO-ED)-1959069,DEEPTI RAO,,142,153,2025-01-09,138,,124,18,130,12,124,2,39,0,0,0
South,151,07080416701,MOHMAD PUR (CO-ED)-1959024,DEEPTI RAO,,425,466,2025-03-09,345,,390,35,406,19,390,11,152,0,0,0
South,151,07080416703,R K PURAM SEC 1 (CO-ED)-1959036,DEEPTI RAO,,371,387,2025-01-09,289,,294,77,314,57,0,1,119,0,0,0
South,152,07080416704,R K PURAM SEC 5 (CO-ED)-1959037,RAM DAYAL MEENA,,306,310,,283,,266,40,294,12,265,6,93,0,0,0
South,152,07080416706,R K PURAM SEC 9 (CO-ED)-1959043,RAM DAYAL MEENA,,171,177,2025-01-09,156,,142,29,151,20,141,1,41,0,0,0
South,152,07080416707,R K PURAM SEC 12 (CO-ED)-1959044,RAM DAYAL MEENA,,165,168,2025-11-09,159,,155,10,164,1,155,2,46,0,0,0
South,152,07080416801,R K PURAM SEC 6 (CO-ED)-1959039,RAM DAYAL MEENA,,208,218,,193,,189,19,195,13,189,5,64,0,0,0
South,152,07080416803,R K PURAM SEC 7 (CO-ED)-1959041,RAM DAYAL MEENA,,411,417,2025-10-09,348,,342,69,359,52,342,6,127,0,0,0
South,152,07080416804,R K PURAM SEC 8 (CO-ED)-1959042,RAM DAYAL MEENA,,250,259,2025-01-09,228,,194,56,208,42,194,0,74,0,0,0
South,153,07080416805,SOUTH MOTI BAGH (CO-ED)-1959045,RAM DAYAL MEENA,,196,198,2025-02-09,164,,175,21,184,12,175,2,58,0,0,0
South,153,07080416806,NANAK PURA MOTI BAGH (CO-ED)-1959046,RAM DAYAL MEENA,,261,262,2025-01-09,226,,245,16,258,3,245,2,60,0,0,0
South,157,07080417101,GHITORNI (BOYS)-1959148,DEEPTI RAO,,730,737,2025-03-09,646,,643,87,709,21,643,10,244,0,0,0
South,157,07080417102,GHITORNI (GIRLS)-1959149,DEEPTI RAO,,669,669,2025-01-09,578,,627,42,652,17,627,1,213,0,0,0
South,156,07080417103,MASOOD PUR (CO-ED)-1959150,DEEPTI RAO,,1374,1458,2025-01-09,1190,,1232,142,1335,39,1232,7,457,0,0,0
South,155,07080417201,KISHAN GARH (CO-ED)-1757254,DEEPTI RAO,,1091,1122,2025-02-09,941,,929,162,1026,65,924,16,381,0,0,0
South,156,07080417202,RAJOKARI HARIJAN BASTI (CO-ED)-1757249,DEEPTI RAO,,280,282,,235,,218,62,254,26,218,5,83,0,0,0
South,156,07080417203,RAJOKARI (GIRLS)-1757248,DEEPTI RAO,,747,769,2025-02-09,674,,640,107,679,68,640,12,253,0,0,0
South,156,07080417204,RAJOKARI (BOYS)-1757247,DEEPTI RAO,,685,693,2025-03-09,578,,504,181,515,170,504,8,207,0,0,0
South,156,07080516701,R.K. PURAM SEC-2 TELUGU PRIMARY SCHOOL (CO-ED)-1959161,DEEPTI RAO,,508,508,2025-01-09,496,,294,214,363,145,294,27,27,0,0,0
Central,142,07090415401,NIZAMUDDIN WEST (CO-ED)-2162012,Anguri Bai Meena,,383,404,2025-01-09,292,,351,32,348,35,348,2,98,0,0,0
Central,143,07090415402,SARAI KALE KHAN (GIRLS)-2162015,Anguri Bai Meena,,519,525,2025-11-09,458,,487,32,483,36,483,17,167,0,0,0
Central,143,07090415403,SARAI KALE KHAN (BOYS)-2162016,Anguri Bai Meena,,449,458,2025-01-09,397,,419,30,419,30,419,26,155,0,0,0
Central,142,07090415404,NANGLI RAZAPUR (CO-ED)-2162020,Anguri Bai Meena,,279,281,,253,,266,13,266,13,266,4,64,0,0,0
Central,143,07090415405,SIDDHARTH BASTI (CO-ED)-2162095,Anguri Bai Meena,,197,201,2025-01-09,180,,175,22,190,7,175,0,40,0,0,0
Central,144,07090415501,KILOKARI TANK (CO-ED)-1958029,Hriday Singh,,93,93,2025-01-09,70,,84,9,84,9,84,0,23,0,0,0
Central,144,07090415502,NEHRU NAGAR (CO-ED)-1958028,Hriday Singh,,261,261,2025-08-09,234,,250,11,257,4,250,4,61,0,0,0
Central,144,07090415503,KRISHNA MARKET (CO-ED)-1958025,Hriday Singh,,144,144,2025-12-09,128,,137,7,130,14,122,3,35,0,0,0
Central,144,07090415504,LAJPAT NAGAR PART II (CO-ED)-1958024,Hriday Singh,,77,80,2025-12-09,71,,45,32,61,16,45,2,22,0,0,0
Central,144,07090415505,VINOBA PURI (CO-ED)-1958022,Hriday Singh,,152,159,2025-01-09,131,,124,28,137,15,124,2,40,0,0,0
Central,146,07090415506,LAJPAT NAGAR PART III (CO-ED)-1958015,Anguri Bai Meena,,637,646,,596,,618,19,615,22,615,8,177,0,0,0
Central,143,07090415601,JEEVAN NAGAR (CO-ED)-1958035,Anguri Bai Meena,,478,480,2025-10-09,444,,461,17,463,15,461,10,96,0,0,0
Central,143,07090415602,KILKORI VILLAGE (CO-ED)-1958033,Anguri Bai Meena,,136,138,2025-10-09,105,,109,27,130,6,109,1,28,0,0,0
Central,143,07090415603,ASHRAM (GIRLS)-1958032,Anguri Bai Meena,,152,158,2025-01-09,136,,148,4,150,2,147,0,39,0,0,0
Central,143,07090415604,ASHRAM (BOYS)-1958031,Anguri Bai Meena,,149,149,2025-01-09,119,,131,18,136,13,131,2,59,0,0,0
Central,144,07090415605,DAMKAL KENDRA (CO-ED)-1958030,Hriday Singh,,149,149,2025-12-09,141,,134,15,134,15,134,3,34,0,0,0
Central,146,07090415701,PANT NAGAR (CO-ED)-1958021,Anguri Bai Meena,,186,197,2025-01-09,174,,179,7,181,5,179,1,68,0,0,0
Central,146,07090415702,JANGPURA EXTENSION (CO-ED)-1958020,Anguri Bai Meena,,144,144,,109,,97,47,99,45,94,5,60,0,0,0
Central,147,07090415703,BAGH NATHU SINGH (CO-ED)-1958007,Anguri Bai Meena,,58,58,2025-01-09,55,,56,2,47,11,47,0,11,0,0,0
Central,145,07090415704,SEWA NAGAR EAST (CO-ED)-1958005,Anguri Bai Meena,,103,103,2025-01-09,71,,76,27,84,19,76,0,30,0,0,0
Central,145,07090415706,SEWA NAGAR N BLOCK (CO-ED)-1958003,Anguri Bai Meena,,429,453,2025-03-09,392,,403,26,410,19,403,5,194,0,0,0
Central,145,07090415707,SEWA NAGAR WEST (CO-ED)-1958002,Anguri Bai Meena,,351,358,2025-01-09,311,,337,14,340,11,337,10,123,0,0,0
Central,147,07090415801,SOUTH EXTN PART I (CO-ED)-1958010,Anguri Bai Meena,,205,205,,153,,185,20,186,19,179,7,73,0,0,0
Central,147,07090415802,WAZIR NAGAR KOTLA (CO-ED)-1958008,Anguri Bai Meena,,238,241,2025-01-09,218,,209,29,224,14,209,5,61,0,0,0
Central,147,07090415803,BAPU PARK (CO-ED)-1958006,Anguri Bai Meena,,206,207,,197,,205,1,205,1,205,13,55,0,0,0
Central,147,07090415804,PREM NAGAR CENTRAL (CO-ED)-1958001,Anguri Bai Meena,,160,173,2025-01-09,160,,153,7,157,3,153,8,39,0,0,0
Central,144,07090415901,LAJPAT NAGAR PART I (CO-ED)-1958023,Hriday Singh,,42,44,2025-01-09,41,,37,5,38,4,37,1,6,0,0,0
Central,145,07090415902,ANDREWJ GANJ (CO-ED)-1958016,Anguri Bai Meena,,308,322,2025-01-09,286,,286,22,300,8,286,11,62,0,0,0
Central,145,07090415903,SADIQ NAGAR (CO-ED)-1958014,Anguri Bai Meena,,152,152,,141,,147,5,148,4,147,3,53,0,0,0
Central,145,07090415905,DEFENCE COLONY C-BLOCK (CO-ED)-1958012,Anguri Bai Meena,,157,162,2025-01-09,137,,135,22,153,4,135,3,51,0,0,0
